dataset,source_csv,row_index,title,doi_or_url,regime,regime_score,relevant,models_detected,families_detected,include_any_use,primary_model,primary_family,include_primary_only,primary_reason,doi_norm,openalex_openalex_id,openalex_doi,openalex_title,openalex_abstract,openalex_authors,openalex_source,openalex_year,openalex_publication_date,openalex_matched_ml_terms,openalex_regime_selected,openalex_matched_regime_terms,openalex__openalex_source_file,pdf_downloaded,manual_primary_family,manual_primary_model,manual_primary_ambiguous,manual_families_any,manual_models_any
camelyon,openalex_camelyon_H_ml_top350.csv,78,Semi-Supervised Learning for Cancer Detection of Lymph Node Metastases,https://doi.org/10.5281/zenodo.3251086,H,1,TRUE,CNN,Deep learning,TRUE,CNN,Deep learning,TRUE,ok,10.5281/zenodo.3251086,https://openalex.org/W2950240113,https://doi.org/10.5281/zenodo.3251086,Semi-Supervised Learning for Cancer Detection of Lymph Node Metastases,"Pathologists find tedious to examine the status of the sentinel lymph node on a large number of pathological scans. The examination process of such lymph node which encompasses metastasized cancer cells is histopathologically organized. However, the task of finding metastatic tissues is gradual which is often challenging. In this work, we present our deep convolutional neural network based model validated on PatchCamelyon (PCam) benchmark dataset for fundamental machine learning research in histopathology diagnosis. We find that our proposed model trained with a semi-supervised learning approach by using pseudo labels on PCam-level significantly leads to better performances to strong CNN baseline on the AUC metric.","Amit Kumar Jaiswal, Ivan Panshin, Dimitrij Shulkin, et al.","White Rose Research Online (University of Leeds, The University of Sheffield, University of York)",2019,6/14/2019,machine learning; neural network; convolutional neural network; cnn; auc,H,histopathology; ct,openalex_camelyon_H_ml_top350.csv,TRUE,Deep learning,CNN,FALSE,Deep learning,CNN;DNN
gtex,openalex_gtex_H_ml_top350.csv,231,Integrating molecular QTL data into genome-wide genetic association analysis: Probabilistic assessment of enrichment and colocalization,https://doi.org/10.1371/journal.pgen.1006646,H,3,TRUE,Transformer; Linear Regression; Bayesian Regression,Deep learning; Linear / GLM; Probabilistic / statistical,TRUE,Linear Regression,Linear / GLM,TRUE,ok,10.1371/journal.pgen.1006646,https://openalex.org/W2952273935,https://doi.org/10.1371/journal.pgen.1006646,Integrating molecular QTL data into genome-wide genetic association analysis: Probabilistic assessment of enrichment and colocalization,"We propose a novel statistical framework for integrating the result from molecular quantitative trait loci (QTL) mapping into genome-wide genetic association analysis of complex traits, with the primary objectives of quantitatively assessing the enrichment of the molecular QTLs in complex trait-associated genetic variants and the colocalizations of the two types of association signals. We introduce a natural Bayesian hierarchical model that treats the latent association status of molecular QTLs as SNP-level annotations for candidate SNPs of complex traits. We detail a computational procedure to seamlessly perform enrichment, fine-mapping and colocalization analyses, which is a distinct feature compared to the existing colocalization analysis procedures in the literature. The proposed approach is computationally efficient and requires only summary-level statistics. We evaluate and demonstrate the proposed computational approach through extensive simulation studies and analyses of blood lipid data and the whole blood eQTL data from the GTEx project. In addition, a useful utility from our proposed method enables the computation of expected colocalization signals using simple characteristics of the association data. Using this utility, we further illustrate the importance of enrichment analysis on the ability to discover colocalized signals and the potential limitations of currently available molecular QTL data. The software pipeline that implements the proposed computation procedures, enloc, is freely available at https://github.com/xqwen/integrative.","Xiaoquan Wen, Roger Piqué-Regi, Francesca Luca",PLoS Genetics,2017,3/9/2017,ann,H,ct,openalex_gtex_H_ml_top350.csv,TRUE,Linear / GLM,Linear Regression,FALSE,Linear / GLM,Linear Regression
gtex,openalex_gtex_H_ml_top350.csv,201,Gene and MicroRNA Perturbations of Cellular Response to Pemetrexed Implicate Biological Networks and Enable Imputation of Response in Lung Adenocarcinoma,https://doi.org/10.1038/s41598-017-19004-3,H,4,TRUE,LASSO; Bayesian Regression,Linear / GLM; Probabilistic / statistical,TRUE,LASSO,Linear / GLM,TRUE,ok,10.1038/s41598-017-19004-3,https://openalex.org/W2782694424,https://doi.org/10.1038/s41598-017-19004-3,Gene and MicroRNA Perturbations of Cellular Response to Pemetrexed Implicate Biological Networks and Enable Imputation of Response in Lung Adenocarcinoma,"Pemetrexed is indicated for non-small cell lung carcinoma and mesothelioma, but often has limited efficacy due to drug resistance. To probe the molecular mechanisms underlying chemotherapeutic response, we performed mRNA and microRNA (miRNA) expression profiling of pemetrexed treated and untreated lymphoblastoid cell lines (LCLs) and applied a hierarchical Bayesian method. We identified genetic variation associated with gene expression in human lung tissue for the most significant differentially expressed genes (Benjamini-Hochberg [BH] adjusted p < 0.05) using the Genotype-Tissue Expression data and found evidence for their clinical relevance using integrated molecular profiling and lung adenocarcinoma survival data from The Cancer Genome Atlas project. We identified 39 miRNAs with significant differential expression (BH adjusted p < 0.05) in LCLs. We developed a gene expression based imputation model of drug sensitivity, quantified its prediction performance, and found a significant correlation of the imputed phenotype generated from expression data with survival time in lung adenocarcinoma patients. Differentially expressed genes (MTHFD2 and SUFU) that are putative targets of differentially expressed miRNAs also showed differential perturbation in A549 fusion lung tumor cells with further replication in A549 cells. Our study suggests pemetrexed may be used in combination with agents that target miRNAs to increase its cytotoxicity.","Eric R. Gamazon, Matthew R. Trendowski, Yujia Wen, et al.",Scientific Reports,2018,1/9/2018,prediction,H,ct; gene expression,openalex_gtex_H_ml_top350.csv,TRUE,None/Unclear,None/Unclear,TRUE,,
camelyon,openalex_camelyon_H_ml_top350.csv,90,A comparison of histopathology imaging comprehension algorithms based on multiple instance learning,https://doi.org/10.1117/12.2654265,H,1,TRUE,Transformer,Deep learning,TRUE,Transformer,Deep learning,TRUE,ok,10.1117/12.2654265,https://openalex.org/W4362693471,https://doi.org/10.1117/12.2654265,A comparison of histopathology imaging comprehension algorithms based on multiple instance learning,"Whole slide imaging (WSI), also called digital virtual microscopy, is a new imaging modality. It allows for the application of AI and machine learning methods to cancer pathology to help establish a means for the automatic diagnosis of cancer cases. However, designing machine-learning models for WSI is computationally challenging due to its required ultra-high resolution. The current state-of-the-art models use multiple instance learning (MIL). MIL is a weakly-supervised learning method in which the model uses an array of inferences from many smaller instances to make a final classification about the entire set. In the context of WSI, researchers divide the ultra-high-resolution image into many patches. The model then classifies the slide based on an array of inferences from the patches. Among several ways of making the final classification, attention-based mechanisms have resulted in superb accuracy scores. The Transformer, one attention-based algorithm, has reported substantial improvements for WSI comprehension tasks. In this project, we studied and compared several WSI comprehension algorithms. We used the following three datasets: CAMELYON16+17, TCGALung, and TCGA-Kidney. We found that attention-based MIL algorithms performed better than standard MIL algorithms for classifying WSI images, achieving a higher mean accuracy and AUC. However, none of the attention-based algorithms performed significantly better than the others, reporting accuracy scores that varied widely. Presumably, it is due to the limited availability of training samples in the data corpus. Since it is not easy to increase the samples from human subjects, some machine learning techniques like transfer learning could help mitigate this issue.","Adam M. Saunders, Sajal Dash, Aristeidis Tsaris, et al.",,2023,4/7/2023,machine learning; classification; algorithm; transformer; auc,H,histopathology; ct,openalex_camelyon_H_ml_top350.csv,FALSE,Deep learning,Transformer,FALSE,Deep learning,Transformer
tcga,openalex_tcga_H_ml_top350.csv,10,Using The Cancer Genome Atlas from cBioPortal to Develop Genomic Datasets for Machine Learning Assisted Cancer Treatment,https://doi.org/10.1101/2025.02.17.638660,H,1,TRUE,Gradient Boosting; Random Forest; XGBoost; Ensemble,Ensemble / stacking; Tree-based ensemble,TRUE,XGBoost,Tree-based ensemble,TRUE,ok,10.1101/2025.02.17.638660,https://openalex.org/W4407854490,https://doi.org/10.1101/2025.02.17.638660,Using The Cancer Genome Atlas from cBioPortal to Develop Genomic Datasets for Machine Learning Assisted Cancer Treatment,"Predicting the impact of genetic mutations is crucial for understanding diseases like cancer. Polymorphism Phenotyping (PolyPhen) and Sorting Intolerant From Tolerant (SIFT) are key tools for assessing how amino acid substitutions affect protein function and mutation pathogenicity. To our knowledge, no ready-to-use genomic dataset exists for prediction models to identify potentially harmful mutations, which could support research and clinical decisions. This study develops genomic and non-genomic datasets using The Cancer Genome Atlas (TCGA) from cBioPortal and applies machine learning models to predict PolyPhen and SIFT scores. We explore three classification models: Random Forest (RF), Extreme Gradient Boosting (XGBoost), and an ensemble RF-XGBoost model. Experimental results show that genomic data yields more accurate predictions than non-genomic data. The ensemble RF-XGBoost model performs best on genomic data, achieving average accuracies of 88.43% for PolyPhen and 95.13% for SIFT, highlighting the potential of artificial intelligence in genetic mutation analysis for disease treatment.","Abu Asaduzzaman, Christian C. Thompson, Fadi N. Sibai, et al.",bioRxiv (Cold Spring Harbor Laboratory),2025,2/22/2025,machine learning; artificial intelligence; prediction model; prediction; classification; random forest; gradient boosting; xgboost,H,ct,openalex_tcga_H_ml_top350.csv,FALSE,Tree-based ensemble,XGBoost,FALSE,Tree-based ensemble;Ensemble / stacking,Gradient Boosting;Random Forest;XGBoost;Ensemble
gtex,openalex_gtex_H_ml_top350.csv,338,Minimal phenotyping yields genome-wide association signals of low specificity for major depression,https://doi.org/10.1038/s41588-020-0594-5,H,4,TRUE,Linear Regression,Linear / GLM,TRUE,Linear Regression,Linear / GLM,TRUE,ok,10.1038/s41588-020-0594-5,https://openalex.org/W3013660197,https://doi.org/10.1038/s41588-020-0594-5,Minimal phenotyping yields genome-wide association signals of low specificity for major depression,"Minimal phenotyping refers to the reliance on the use of a small number of self-reported items for disease case identification, increasingly used in genome-wide association studies (GWAS). Here we report differences in genetic architecture between depression defined by minimal phenotyping and strictly defined major depressive disorder (MDD): the former has a lower genotype-derived heritability that cannot be explained by inclusion of milder cases and a higher proportion of the genome contributing to this shared genetic liability with other conditions than for strictly defined MDD. GWAS based on minimal phenotyping definitions preferentially identifies loci that are not specific to MDD, and, although it generates highly predictive polygenic risk scores, the predictive power can be explained entirely by large sample sizes rather than by specificity for MDD. Our results show that reliance on results from minimal phenotyping may bias views of the genetic architecture of MDD and impede the ability to identify pathways specific to MDD.","Na Cai, Joana Revez, Mark J. Adams, et al.",Nature Genetics,2020,3/30/2020,predictive; ann,H,ct,openalex_gtex_H_ml_top350.csv,TRUE,None/Unclear,None/Unclear,TRUE,,
ukb_imaging,openalex_ukb_imaging_H_ml_top350.csv,61,Individual characteristics outperform resting-state fMRI for the prediction of behavioral phenotypes,https://doi.org/10.1038/s42003-024-06438-5,H,3,TRUE,DNN; Linear Regression; Ridge Regression; Support Vector Machine,Deep learning; Kernel / instance-based; Linear / GLM,TRUE,Ridge Regression,Linear / GLM,TRUE,ok,10.1038/s42003-024-06438-5,https://openalex.org/W4400033292,https://doi.org/10.1038/s42003-024-06438-5,Individual characteristics outperform resting-state fMRI for the prediction of behavioral phenotypes,"In this study, we aimed to compare imaging-based features of brain function, measured by resting-state fMRI (rsfMRI), with individual characteristics such as age, gender, and total intracranial volume to predict behavioral measures. We developed a machine learning framework based on rsfMRI features in a dataset of 20,000 healthy individuals from the UK Biobank, focusing on temporal complexity and functional connectivity measures. Our analysis across four behavioral phenotypes revealed that both temporal complexity and functional connectivity measures provide comparable predictive performance. However, individual characteristics consistently outperformed rsfMRI features in predictive accuracy, particularly in analyses involving smaller sample sizes. Integrating rsfMRI features with demographic data sometimes enhanced predictive outcomes. The efficacy of different predictive modeling techniques and the choice of brain parcellation atlas were also examined, showing no significant influence on the results. To summarize, while individual characteristics are superior to rsfMRI in predicting behavioral phenotypes, rsfMRI still conveys additional predictive value in the context of machine learning, such as investigating the role of specific brain regions in behavioral phenotypes.","Amir Omidvarnia, Leonard Sasse, Daouia I. Larabi, et al.",Communications Biology,2024,6/26/2024,machine learning; predictive modeling; prediction; predictive,H,mri; fmri; ct,openalex_ukb_imaging_H_ml_top350.csv,TRUE,Linear / GLM,Ridge Regression,FALSE,Linear / GLM;Kernel / instance-based,Ridge Regression;Support Vector Machine
camelyon,openalex_camelyon_H_ml_top350.csv,309,RPMIL: Rethinking Uncertainty-Aware Probabilistic Multiple Instance Learning for Whole Slide Pathology Diagnosis,https://doi.org/10.24963/ijcai.2025/275,H,1,TRUE,Autoencoder,Deep learning,TRUE,Autoencoder,Deep learning,TRUE,ok,10.24963/ijcai.2025/275,https://openalex.org/W4414360008,https://doi.org/10.24963/ijcai.2025/275,RPMIL: Rethinking Uncertainty-Aware Probabilistic Multiple Instance Learning for Whole Slide Pathology Diagnosis,"Whole slide images (WSIs) are gigapixel digital scans of traditional pathology slides, offering substantial support for cancer diagnosis. Current multiple instance learning (MIL) methods for WSIs typically extract instance features and aggregate these into a single bag feature for prediction. We observe that these MIL methods rely on point estimation, where each bag is mapped to a deterministic embedding. Such MIL methods based on point estimation fail to capture the full spectrum of data variability due to the reliance on fixed embedding, especially when the number of trainable bags is limited. In this paper, we rethink probabilistic modeling in MIL and propose RPMIL, an uncertainty-aware probabilistic MIL method for whole slide pathology diagnosis. RPMIL learns a probabilistic aggregator to consolidate instance features into dynamic bag feature distributions instead of a deterministic bag feature. Specifically, we employ a variational autoencoder approach to compress multiple instance features into a low-dimension space with probabilistic representation and obtain the bag feature distribution formulated by the mean and variance. Furthermore, we drive the prediction by jointly leveraging the instance feature distribution and bag feature distribution. We evaluate the WSI classification performance on two public datasets: Camelyon16 and TCGA-NSCLC. Extensive experiments demonstrate that our method surpasses point estimation methods in MIL, achieving state-of-the-art levels.","Zhikang Zhao, Kaitao Chen, Jing Zhao",,2025,9/1/2025,prediction; classification,H,whole slide image; ct,openalex_camelyon_H_ml_top350.csv,TRUE,Deep learning,Autoencoder,FALSE,Deep learning,Autoencoder;DNN;Transformer
ukb_imaging,openalex_ukb_imaging_H_ml_top350.csv,264,Machine learning approaches to predict age from accelerometer records of physical activity at biobank scale,https://doi.org/10.1371/journal.pdig.0000176,H,4,TRUE,CNN; DNN; LSTM; MLP; Gradient Boosting; LightGBM; Random Forest; XGBoost; Elastic Net; LASSO; Linear Regression; Ridge Regression; Support Vector Machine; Ensemble; Decision Tree,Deep learning; Ensemble / stacking; Kernel / instance-based; Linear / GLM; Other classical ML; Tree-based ensemble,TRUE,Elastic Net,Linear / GLM,TRUE,ok,10.1371/journal.pdig.0000176,https://openalex.org/W4317851270,https://doi.org/10.1371/journal.pdig.0000176,Machine learning approaches to predict age from accelerometer records of physical activity at biobank scale,"Physical activity improves quality of life and protects against age-related diseases. With age, physical activity tends to decrease, increasing vulnerability to disease in the elderly. In the following, we trained a neural network to predict age from 115,456 one week-long 100Hz wrist accelerometer recordings from the UK Biobank (mean absolute error = 3.7±0.2 years), using a variety of data structures to capture the complexity of real-world activity. We achieved this performance by preprocessing the raw frequency data as 2,271 scalar features, 113 time series, and four images. We defined accelerated aging for a participant as being predicted older than one's actual age and identified both genetic and environmental exposure factors associated with the new phenotype. We performed a genome wide association on the accelerated aging phenotypes to estimate its heritability (h_g2 = 12.3±0.9%) and identified ten single nucleotide polymorphisms in close proximity to genes in a histone and olfactory cluster on chromosome six (e.g HIST1H1C, OR5V1). Similarly, we identified biomarkers (e.g blood pressure), clinical phenotypes (e.g chest pain), diseases (e.g hypertension), environmental (e.g smoking), and socioeconomic (e.g income and education) variables associated with accelerated aging. Physical activity-derived biological age is a complex phenotype associated with both genetic and non-genetic factors.","Alan Le Goallec, Sasha Collin, M’Hamed Jabri, et al.",PLOS Digital Health,2023,1/24/2023,machine learning; neural network,H,ct,openalex_ukb_imaging_H_ml_top350.csv,TRUE,Deep learning,DNN,FALSE,Deep learning,DNN
gtex,openalex_gtex_H_ml_top350.csv,173,Age- and Tissue-Specific Expression of Senescence Biomarkers in Mice,https://doi.org/10.3389/fgene.2018.00059,H,3,TRUE,Transformer; Linear Regression,Deep learning; Linear / GLM,TRUE,Linear Regression,Linear / GLM,TRUE,ok,10.3389/fgene.2018.00059,https://openalex.org/W2790728946,https://doi.org/10.3389/fgene.2018.00059,Age- and Tissue-Specific Expression of Senescence Biomarkers in Mice,"Cellular senescence is a state of irreversible cellular growth arrest accompanied by distinct changes in gene expression and the acquisition of a complex proinflammatory secretory profile termed the senescence-associated secretory phenotype (SASP). Senescent cells accumulate in aged tissues and contribute to age-related disease in mice. Increasing evidence that selective removal of senescent cells can ameliorate diseases of late life and extend lifespan in mice has given rise to the development of senolytics that target senescent cells as anti-aging therapeutics. To realize the full potential of senolytic medicine, robust biomarkers of senescence must be in place to monitor the <i>in vivo</i> appearance of senescent cells with age, as well as their removal by senolytic treatments. Here we investigate the dynamic changes in expression of the molecular hallmarks of senescence, including <i>p16<sup>Ink4a</sup></i> , <i>p21<sup>Cip1</sup></i> , and SASP factors in multiple tissues in mice during aging. We show that expression of these markers is highly variable in age- and tissue-specific manners. Nevertheless, <i>Mmp12</i> represents a robust SASP factor that shows consistent age-dependent increases in expression across all tissues analyzed in this study and <i>p16<sup>Ink4a</sup></i> expression is consistently increased with age in most tissues. Likewise, in humans <i>CDKN2A</i> (<i>p16<sup>Ink4a</sup></i> ) is one of the top genes exhibiting elevated expression in multiple tissues with age as revealed by data analysis of the Genotype-Tissue Expression (GTEx) project. These results support the targeting of <i>p16<sup>Ink4a</sup></i> expressing-cells in senolytic treatments, while emphasizing the need to establish a panel of robust biomarkers of senescence <i>in vivo</i> in both mice and humans.","Adam D. Hudgins, Cagdas Tazearslan, Archana Tare, et al.",Frontiers in Genetics,2018,2/23/2018,ann,H,ct; gene expression,openalex_gtex_H_ml_top350.csv,TRUE,Linear / GLM,Linear Regression,FALSE,Linear / GLM,Linear Regression
ukb_imaging,openalex_ukb_imaging_H_ml_top350.csv,116,Compressive Big Data Analytics: An Ensemble Meta-Algorithm for High-dimensional Multisource Datasets,https://doi.org/10.1101/2020.01.20.912485,H,2,TRUE,Ensemble,Ensemble / stacking,TRUE,Ensemble,Ensemble / stacking,TRUE,ok,10.1101/2020.01.20.912485,https://openalex.org/W3000676402,https://doi.org/10.1101/2020.01.20.912485,Compressive Big Data Analytics: An Ensemble Meta-Algorithm for High-dimensional Multisource Datasets,"Abstract Health advances are contingent on continuous development of new methods and approaches to foster data driven discovery in the biomedical and clinical health sciences. Open-science offers hope for tackling some of the challenges associated with Big Data and team-based scientific discovery. Domain-independent reproducibility, area-specific replicability, curation, analysis, organization, management and sharing of health-related digital objects are critical components. This study expands the functionality and utility of an ensemble semi-supervised machine learning technique called Compressive Big Data Analytics (CBDA). Applied to high-dimensional data, CBDA identifies salient features and key biomarkers for reliable and reproducible forecasting of binary or multinomial outcomes. The method relies on iterative subsampling, combines function optimization and statistical inference, and generates ensemble predictions of observed univariate outcomes. In this manuscript, we extend the CBDA technique by (1) efficiently handling extremely large datasets, (2) generalizing the internal and external validation steps, (3) expanding the set of base-learners for joint ensemble prediction, (4) introduce an automated selection of CBDA specifications, and (5) provide mechanisms to assess CBDA convergence, evaluate the prediction accuracy, and measure result consistency. We validated the CBDA 2.0 technique using synthetic datasets as well as a population-wide census-like study, which grounds the mathematical models and the computational algorithm into translational health research settings. Specifically, we empirically validated the CBDA technique on a large-scale clinical study (UK Biobank), which includes imaging, cognitive, and clinical assessment data. The UK Biobank archive presents several difficult challenges related to the aggregation, harmonization, modeling, and interrogation of the information. These problems are related to the complex longitudinal structure, feature heterogeneity, multicollinearity, incongruency, and missingness, as well as violations of classical parametric assumptions that require novel health analytical approaches. Our results showcase the scalability, efficiency and potential of CBDA to compress complex data into structural information leading to derived knowledge and translational action. The results of the real case-study suggest new and exciting avenues of research in the context of identifying, tracking, and treating mental health and aging-related disorders. Following open-science principles, we share the entire end-to-end protocol, source-code, and results. This facilitates independent validation, result reproducibility, and team-based collaborative discovery.","Simeone Marino, Yi Zhao, Nina Zhou, et al.",bioRxiv (Cold Spring Harbor Laboratory),2020,1/20/2020,machine learning; prediction; algorithm,H,high-dimensional; ct,openalex_ukb_imaging_H_ml_top350.csv,FALSE,Ensemble / stacking,Ensemble,FALSE,Ensemble / stacking,Ensemble
adni,openalex_adni_H_ml_top350.csv,109,An Effective Multimodal Image Fusion Method Using MRI and PET for Alzheimer's Disease Diagnosis,https://doi.org/10.3389/fdgth.2021.637386,H,9,TRUE,CNN; DNN; Random Forest; Support Vector Machine; Ensemble,Deep learning; Ensemble / stacking; Kernel / instance-based; Tree-based ensemble,TRUE,CNN,Deep learning,TRUE,ok,10.3389/fdgth.2021.637386,https://openalex.org/W3134925858,https://doi.org/10.3389/fdgth.2021.637386,An Effective Multimodal Image Fusion Method Using MRI and PET for Alzheimer's Disease Diagnosis,"Alzheimer's disease (AD) is an irreversible brain disease that severely damages human thinking and memory. Early diagnosis plays an important part in the prevention and treatment of AD. Neuroimaging-based computer-aided diagnosis (CAD) has shown that deep learning methods using multimodal images are beneficial to guide AD detection. In recent years, many methods based on multimodal feature learning have been proposed to extract and fuse latent representation information from different neuroimaging modalities including magnetic resonance imaging (MRI) and 18-fluorodeoxyglucose positron emission tomography (FDG-PET). However, these methods lack the interpretability required to clearly explain the specific meaning of the extracted information. To make the multimodal fusion process more persuasive, we propose an image fusion method to aid AD diagnosis. Specifically, we fuse the gray matter (GM) tissue area of brain MRI and FDG-PET images by registration and mask coding to obtain a new fused modality called ""GM-PET."" The resulting single composite image emphasizes the GM area that is critical for AD diagnosis, while retaining both the contour and metabolic characteristics of the subject's brain tissue. In addition, we use the three-dimensional simple convolutional neural network (3D Simple CNN) and 3D Multi-Scale CNN to evaluate the effectiveness of our image fusion method in binary classification and multi-classification tasks. Experiments on the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset indicate that the proposed image fusion method achieves better overall performance than unimodal and feature fusion methods, and that it outperforms state-of-the-art methods for AD diagnosis.","Juan Song, Jian Zheng, Ping Li, et al.",Frontiers in Digital Health,2021,2/26/2021,deep learning; classification; neural network; convolutional neural network; cnn,H,mri; ct; pet,openalex_adni_H_ml_top350.csv,TRUE,Deep learning,CNN,FALSE,Deep learning;Tree-based ensemble;Kernel / instance-based,CNN;DNN;Random Forest;Support Vector Machine
camelyon,openalex_camelyon_H_ml_top350.csv,1,Hierarchical Graph Vision Transformers with Multimodal Contrastive Fusion for Semantically Consistent Biomedical Image Analysis,https://doi.org/10.1109/iciss67859.2026.11453748,H,2,TRUE,CNN; DNN; Transformer,Deep learning,TRUE,Transformer,Deep learning,TRUE,ok,10.1109/iciss67859.2026.11453748,https://openalex.org/W7147281985,https://doi.org/10.1109/iciss67859.2026.11453748,Hierarchical Graph Vision Transformers with Multimodal Contrastive Fusion for Semantically Consistent Biomedical Image Analysis,"Biomedical image analysis is a cornerstone of modern healthcare, enabling early disease detection, treatment planning, and precision diagnostics. However, traditional deep learning methods — including convolutional neural networks and standalone transformers — often suffer from limitations such as inadequate structural understanding, poor semantic consistency, and the inability to effectively integrate multimodal biomedical information. To address these challenges, we propose HGVT-MCF (Hierarchical Graph Vision Transformer with Multimodal Contrastive Fusion), a novel framework that unifies graph-based spatial reasoning, transformer-driven global attention, and contrastive multimodal fusion to deliver semantically consistent and biologically meaningful image analysis. The proposed architecture models complex topological relationships in medical images through hierarchical graph construction, while the transformer encoder captures longrange contextual dependencies. A contrastive fusion mechanism aligns visual, genomic, and clinical embeddings in a shared latent space, significantly enhancing predictive power. Experimental evaluations on multiple benchmark datasets (BRATS, CAMELYON, TCGA, and PAIP) demonstrate that HGVT-MCF outperforms state-of-the-art approaches, achieving superior segmentation accuracy (Dice <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$\approx 94.5 \%$</tex>, IoU <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$\approx 88.6\%)$</tex> and classification performance (AUC <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$\approx 0.98$</tex>). Moreover, the quality of qualitative results demonstrates better boundary precision, interpretability and robustness of the framework which confirms clinical relevance of the framework. This publication is an important step towards the next generation, multimodal, context-aware biomedical artificial intelligence systems to understand disease reliably, diagnose diseases and make decisions.","Nithin Reddy Kumbham, Rohan G. Reddy, Amulya Mallepalli, et al.",,2026,3/4/2026,artificial intelligence; deep learning; predictive; classification; neural network; neural networks; ann; convolutional neural network; transformer; auc,H,ct; segmentation,openalex_camelyon_H_ml_top350.csv,FALSE,Deep learning,CNN;Transformer,TRUE,Deep learning,CNN;DNN;Transformer
camelyon,openalex_camelyon_H_ml_top350.csv,116,Self-supervised comparative learning based improved multiple instance learning for whole slide image classification,https://doi.org/10.1145/3644116.3644360,H,3,TRUE,Transformer,Deep learning,TRUE,Transformer,Deep learning,TRUE,ok,10.1145/3644116.3644360,https://openalex.org/W4393970246,https://doi.org/10.1145/3644116.3644360,Self-supervised comparative learning based improved multiple instance learning for whole slide image classification,"The huge pixels of the Whole slide image (WSI) and the lack of pixel-level annotation make WSI classification tasks such as tumor and subtype classifications face great challenges. Multiple instance learning (MIL) is introduced as a powerful learning tool for WSI classification tasks, which only requires slide-level labels to achieve good results. In this paper, we introduce an efficient transformer multiple instance learning model based on large kernel attention LKA, using self-supervised contrast learning to extract instance features and combining local and long-range attentional information to achieve state-of-the-art results on open datasets for two different tasks. Our model can cope well with various WSI classification tasks such as tumor classification, subtypes classification, etc. The AUCs for tumor classification on the CAMELYON16 datasets and cancer subtypes classification on TCGA-NSCLC datasets can reach 0.9778 and 0.9754, respectively.","L. Yao, Hongyu Wang, Yingguang Hao",,2023,10/20/2023,classification; ann; transformer; auc,H,whole slide image; ct; image classification,openalex_camelyon_H_ml_top350.csv,FALSE,Deep learning,Transformer,FALSE,Deep learning,Transformer
adni,openalex_adni_H_ml_top350.csv,36,Applying convolutional neural networks for pre-detection of alzheimer's disease from structural MRI data,https://doi.org/10.1109/m2vip.2017.8211486,H,2,TRUE,CNN; DNN; Support Vector Machine,Deep learning; Kernel / instance-based,TRUE,CNN,Deep learning,TRUE,ok,10.1109/m2vip.2017.8211486,https://openalex.org/W2774698027,https://doi.org/10.1109/m2vip.2017.8211486,Applying convolutional neural networks for pre-detection of alzheimer's disease from structural MRI data,"During the recent years, there have been many studies implemented on the automatic diagnosis of Alzheimer's Disease (AD) using different methods. The focus of most of these studies has relied upon the detection of AD from neu-roimaging data. However, recognizing symptoms early as much as possible(Pre-detection) is crucial as disease modifying drugs will be most effective if administered early in the course of disease, before the occurrence of irreversible brain damages. Therefore, there is a high importance of utilizing automated techniques for the purpose of pre-detection of AD symptoms from such data. We report an experimental approach to evaluate the best pre-detection method of AD. Our study consists of two main experiments. Those two experiments were implemented using the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset. Prior to our first experiment we have stated an assumption which is, if there is a successful AD detection method that will be successful in AD pre-detection also. Different studies have used different data sets and different diagnosing methods. Therefore we have verified the existing and the most successful detection method which is Support Vector Machine (SVMs) as the first experiment. According to the results obtained from the initial experiment (detection study) the sensitivity is 95.3%, the specificity is 71.4% and the accuracy is 84.4% with use of a SVM. Since those results were not successful, a deep learning based technique (Convolutional Neural Network) was proposed as the second experiment. The proposed Convolutional Neural Network (CNN) model was being tested using different image segmentation methods and different datasets. Finally the best image segmentation method obtained a high accuracy around 96% (sensitivity - 96%, specificity - 98%). And the CNN model remains unbiased to the dataset. Results of those experiments suggest an important role for early diagnosis of Alzheimer's disease using image processing and deep learning techniques.","K. A. N. N. P Gunawardena, Roshan Namal Rajapakse, Nihal Kodikara",,2017,11/1/2017,deep learning; support vector machine; svm; neural network; neural networks; convolutional neural network; cnn,H,mri; ct; segmentation,openalex_adni_H_ml_top350.csv,FALSE,Deep learning,CNN,FALSE,Deep learning;Kernel / instance-based,CNN;DNN;Support Vector Machine
